image,prime1,prime2,jaccard_raw,jaccard_lemmatized,cosine_similarity
000000015440.jpg,P0_Neutral,P3_Child,0.10714285714285714,0.05825242718446602,0.5414766073226929
000000015440.jpg,P0_Neutral,P4_Mobility,0.14893617021276595,0.09259259259259259,0.7605913877487183
000000015440.jpg,P0_Neutral,P5_Urgent,0.15723270440251572,0.0873015873015873,0.771044909954071
000000015440.jpg,P0_Neutral,P6_Leisure,0.08875739644970414,0.028169014084507043,0.5474619269371033
000000015440.jpg,P1_Chef,P2_Security,0.0,0.0,0.09120998531579971
000000015440.jpg,P1_Chef,P3_Child,0.0,0.0,0.0795760378241539
000000015440.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.07046177983283997
000000015440.jpg,P1_Chef,P5_Urgent,0.0,0.0,0.07378235459327698
000000015440.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.09538861364126205
000000015440.jpg,P2_Security,P3_Child,0.11724137931034483,0.036036036036036036,0.5676301121711731
000000015440.jpg,P2_Security,P4_Mobility,0.1736111111111111,0.09734513274336283,0.6717556715011597
000000015440.jpg,P2_Security,P5_Urgent,0.1301775147928994,0.06716417910447761,0.6839736700057983
000000015440.jpg,P2_Security,P6_Leisure,0.11046511627906977,0.04827586206896552,0.41478031873703003
000000015440.jpg,P3_Child,P4_Mobility,0.15503875968992248,0.052083333333333336,0.5222017765045166
000000015440.jpg,P3_Child,P5_Urgent,0.125,0.061946902654867256,0.5013527870178223
000000015440.jpg,P3_Child,P6_Leisure,0.08227848101265822,0.04032258064516129,0.4474708139896393
000000015440.jpg,P4_Mobility,P5_Urgent,0.14838709677419354,0.05737704918032787,0.6168591380119324
000000015440.jpg,P4_Mobility,P6_Leisure,0.09202453987730061,0.029850746268656716,0.4093433618545532
000000015440.jpg,P5_Urgent,P6_Leisure,0.0989010989010989,0.060810810810810814,0.5022928714752197
000000015497.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.0622311532497406
000000015497.jpg,P0_Neutral,P2_Security,0.18487394957983194,0.09782608695652174,0.6989812850952148
000000015497.jpg,P0_Neutral,P3_Child,0.14035087719298245,0.07228915662650602,0.5349323749542236
000000015497.jpg,P0_Neutral,P4_Mobility,0.15789473684210525,0.08045977011494253,0.6839365363121033
000000015497.jpg,P0_Neutral,P5_Urgent,0.125,0.044444444444444446,0.390176385641098
000000015497.jpg,P0_Neutral,P6_Leisure,0.16666666666666666,0.14285714285714285,0.7755199670791626
000000015497.jpg,P1_Chef,P2_Security,0.0,0.0,0.09186474978923798
000000015497.jpg,P1_Chef,P3_Child,0.0,0.0,0.0542517825961113
000000015497.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.05799316614866257
000000015497.jpg,P1_Chef,P5_Urgent,0.0,0.0,0.02361527644097805
000000015497.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.0570172443985939
000000015497.jpg,P2_Security,P3_Child,0.13934426229508196,0.045454545454545456,0.46515530347824097
000000015497.jpg,P2_Security,P4_Mobility,0.22608695652173913,0.11494252873563218,0.7639676332473755
000000015497.jpg,P2_Security,P5_Urgent,0.2,0.0898876404494382,0.4454672634601593
000000015497.jpg,P2_Security,P6_Leisure,0.12878787878787878,0.08080808080808081,0.6357412338256836
000000015497.jpg,P3_Child,P4_Mobility,0.1504424778761062,0.04938271604938271,0.5029222369194031
000000015497.jpg,P3_Child,P5_Urgent,0.1271186440677966,0.04938271604938271,0.3676016330718994
000000015497.jpg,P3_Child,P6_Leisure,0.104,0.05555555555555555,0.6222236156463623
000000015497.jpg,P4_Mobility,P5_Urgent,0.18421052631578946,0.07142857142857142,0.4272238612174988
000000015497.jpg,P4_Mobility,P6_Leisure,0.13821138211382114,0.08695652173913043,0.5826817154884338
000000015497.jpg,P5_Urgent,P6_Leisure,0.0916030534351145,0.030927835051546393,0.29120704531669617
000000015517.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.058481816202402115
000000015517.jpg,P0_Neutral,P2_Security,0.11594202898550725,0.06542056074766354,0.6334185600280762
000000015517.jpg,P0_Neutral,P3_Child,0.11475409836065574,0.04395604395604396,0.42749911546707153
000000015517.jpg,P0_Neutral,P4_Mobility,0.11538461538461539,0.047619047619047616,0.6622242331504822
000000015517.jpg,P0_Neutral,P5_Urgent,0.09302325581395349,0.05263157894736842,0.44728609919548035
000000015517.jpg,P0_Neutral,P6_Leisure,0.06060606060606061,0.0125,0.13744613528251648
000000015517.jpg,P1_Chef,P2_Security,0.0,0.0,0.05256661772727966
000000015517.jpg,P1_Chef,P3_Child,0.0,0.0,0.11831808090209961
000000015517.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.06568630039691925
000000015517.jpg,P1_Chef,P5_Urgent,0.0,0.0,-0.048006683588027954
000000015517.jpg,P1_Chef,P6_Leisure,0.0,0.0,-0.0208897665143013
000000015517.jpg,P2_Security,P3_Child,0.08496732026143791,0.036036036036036036,0.3879150152206421
000000015517.jpg,P2_Security,P4_Mobility,0.12307692307692308,0.09090909090909091,0.6190457940101624
000000015517.jpg,P2_Security,P5_Urgent,0.1476510067114094,0.07142857142857142,0.45187920331954956
000000015517.jpg,P2_Security,P6_Leisure,0.08870967741935484,0.030612244897959183,0.22890257835388184
000000015517.jpg,P3_Child,P4_Mobility,0.0847457627118644,0.047058823529411764,0.3908708691596985
000000015517.jpg,P3_Child,P5_Urgent,0.10071942446043165,0.041237113402061855,0.324280321598053
000000015517.jpg,P3_Child,P6_Leisure,0.06363636363636363,0.012345679012345678,0.16900885105133057
000000015517.jpg,P4_Mobility,P5_Urgent,0.08130081300813008,0.021739130434782608,0.42375919222831726
000000015517.jpg,P4_Mobility,P6_Leisure,0.10227272727272728,0.0273972602739726,0.227168470621109
000000015517.jpg,P5_Urgent,P6_Leisure,0.07964601769911504,0.023529411764705882,0.37057945132255554
000000015597.jpg,P0_Neutral,P1_Chef,0.17123287671232876,0.1388888888888889,0.7411673665046692
000000015597.jpg,P0_Neutral,P2_Security,0.13125,0.07377049180327869,0.6501573920249939
000000015597.jpg,P0_Neutral,P3_Child,0.16030534351145037,0.10752688172043011,0.5559623837471008
000000015597.jpg,P0_Neutral,P4_Mobility,0.19230769230769232,0.08080808080808081,0.6623272895812988
000000015597.jpg,P0_Neutral,P5_Urgent,0.1320754716981132,0.02631578947368421,0.6777894496917725
000000015597.jpg,P0_Neutral,P6_Leisure,0.13846153846153847,0.09900990099009901,0.7152286171913147
000000015597.jpg,P1_Chef,P2_Security,0.11515151515151516,0.046153846153846156,0.6531901955604553
000000015597.jpg,P1_Chef,P3_Child,0.15671641791044777,0.06930693069306931,0.5239489078521729
000000015597.jpg,P1_Chef,P4_Mobility,0.17037037037037037,0.07692307692307693,0.6207491755485535
000000015597.jpg,P1_Chef,P5_Urgent,0.17142857142857143,0.0375,0.5708198547363281
000000015597.jpg,P1_Chef,P6_Leisure,0.10218978102189781,0.06422018348623854,0.5940088629722595
000000015597.jpg,P2_Security,P3_Child,0.14583333333333334,0.06422018348623854,0.4218513071537018
000000015597.jpg,P2_Security,P4_Mobility,0.15862068965517243,0.08108108108108109,0.6816298961639404
000000015597.jpg,P2_Security,P5_Urgent,0.1565217391304348,0.05813953488372093,0.5872436761856079
000000015597.jpg,P2_Security,P6_Leisure,0.11805555555555555,0.08771929824561403,0.707122802734375
000000015597.jpg,P3_Child,P4_Mobility,0.15833333333333333,0.05747126436781609,0.4564770460128784
000000015597.jpg,P3_Child,P5_Urgent,0.16853932584269662,0.016129032258064516,0.46110954880714417
000000015597.jpg,P3_Child,P6_Leisure,0.1,0.043478260869565216,0.48472678661346436
000000015597.jpg,P4_Mobility,P5_Urgent,0.18888888888888888,0.015151515151515152,0.42045772075653076
000000015597.jpg,P4_Mobility,P6_Leisure,0.125,0.06382978723404255,0.5974183678627014
000000015597.jpg,P5_Urgent,P6_Leisure,0.0989010989010989,0.014285714285714285,0.5023337006568909
000000015660.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.006331905722618103
000000015660.jpg,P0_Neutral,P2_Security,0.1532258064516129,0.10309278350515463,0.7924961447715759
000000015660.jpg,P0_Neutral,P3_Child,0.11570247933884298,0.054945054945054944,0.43510499596595764
000000015660.jpg,P0_Neutral,P4_Mobility,0.14634146341463414,0.08421052631578947,0.6250080466270447
000000015660.jpg,P0_Neutral,P5_Urgent,0.128,0.0851063829787234,0.8000320196151733
000000015660.jpg,P0_Neutral,P6_Leisure,0.08860759493670886,0.03759398496240601,0.5385525226593018
000000015660.jpg,P1_Chef,P2_Security,0.0,0.0,-0.02510383166372776
000000015660.jpg,P1_Chef,P3_Child,0.0,0.0,0.06972263008356094
000000015660.jpg,P1_Chef,P4_Mobility,0.0,0.0,-0.030345935374498367
000000015660.jpg,P1_Chef,P5_Urgent,0.0,0.0,-0.01874135062098503
000000015660.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.031129345297813416
000000015660.jpg,P2_Security,P3_Child,0.10236220472440945,0.06593406593406594,0.46116089820861816
000000015660.jpg,P2_Security,P4_Mobility,0.14960629921259844,0.08333333333333333,0.6311085820198059
000000015660.jpg,P2_Security,P5_Urgent,0.19672131147540983,0.10752688172043011,0.8297464847564697
000000015660.jpg,P2_Security,P6_Leisure,0.12025316455696203,0.07751937984496124,0.6058534979820251
000000015660.jpg,P3_Child,P4_Mobility,0.11290322580645161,0.0449438202247191,0.3763284385204315
000000015660.jpg,P3_Child,P5_Urgent,0.13114754098360656,0.06976744186046512,0.45742812752723694
000000015660.jpg,P3_Child,P6_Leisure,0.1118421052631579,0.05785123966942149,0.5153283476829529
000000015660.jpg,P4_Mobility,P5_Urgent,0.13385826771653545,0.03125,0.6051067113876343
000000015660.jpg,P4_Mobility,P6_Leisure,0.10759493670886076,0.06299212598425197,0.450399786233902
000000015660.jpg,P5_Urgent,P6_Leisure,0.10062893081761007,0.046875,0.6268894672393799
000000015746.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.02390924096107483
000000015746.jpg,P0_Neutral,P2_Security,0.12179487179487179,0.06504065040650407,0.6968654990196228
000000015746.jpg,P0_Neutral,P3_Child,0.08695652173913043,0.041666666666666664,0.5054625868797302
000000015746.jpg,P0_Neutral,P4_Mobility,0.13793103448275862,0.07964601769911504,0.5649917721748352
000000015746.jpg,P0_Neutral,P5_Urgent,0.11206896551724138,0.03614457831325301,0.5859412550926208
000000015746.jpg,P0_Neutral,P6_Leisure,0.11834319526627218,0.06428571428571428,0.47232452034950256
000000015746.jpg,P1_Chef,P2_Security,0.0,0.0,0.03292502462863922
000000015746.jpg,P1_Chef,P3_Child,0.0,0.0,0.04058597609400749
000000015746.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.02222421206533909
000000015746.jpg,P1_Chef,P5_Urgent,0.0,0.0,-0.0374450609087944
000000015746.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.03528537228703499
000000015746.jpg,P2_Security,P3_Child,0.09333333333333334,0.02654867256637168,0.5135451555252075
000000015746.jpg,P2_Security,P4_Mobility,0.17557251908396945,0.08653846153846154,0.5968366861343384
000000015746.jpg,P2_Security,P5_Urgent,0.18,0.0547945205479452,0.5681300163269043
000000015746.jpg,P2_Security,P6_Leisure,0.11949685534591195,0.04477611940298507,0.3040391206741333
000000015746.jpg,P3_Child,P4_Mobility,0.1,0.028846153846153848,0.44273027777671814
000000015746.jpg,P3_Child,P5_Urgent,0.11320754716981132,0.028985507246376812,0.4019184410572052
000000015746.jpg,P3_Child,P6_Leisure,0.12658227848101267,0.09836065573770492,0.5345625281333923
000000015746.jpg,P4_Mobility,P5_Urgent,0.14893617021276595,0.046153846153846156,0.4651995897293091
000000015746.jpg,P4_Mobility,P6_Leisure,0.10526315789473684,0.0234375,0.3066861629486084
000000015746.jpg,P5_Urgent,P6_Leisure,0.11864406779661017,0.021505376344086023,0.23849263787269592
000000015751.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.04187601059675217
000000015751.jpg,P0_Neutral,P2_Security,0.1643835616438356,0.10377358490566038,0.6002138257026672
000000015751.jpg,P0_Neutral,P3_Child,0.08333333333333333,0.041237113402061855,0.4476436674594879
000000015751.jpg,P0_Neutral,P4_Mobility,0.0,0.0,0.04187601059675217
000000015751.jpg,P0_Neutral,P5_Urgent,0.14084507042253522,0.07216494845360824,0.5559942126274109
000000015751.jpg,P0_Neutral,P6_Leisure,0.14615384615384616,0.08490566037735849,0.6130017638206482
000000015751.jpg,P1_Chef,P2_Security,0.0,0.0,0.08591911196708679
000000015751.jpg,P1_Chef,P3_Child,0.0,0.0,0.08140234649181366
000000015751.jpg,P1_Chef,P4_Mobility,0.0,0.0,1.0000001192092896
000000015751.jpg,P1_Chef,P5_Urgent,0.0,0.0,0.006917225196957588
000000015751.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.09379227459430695
000000015751.jpg,P2_Security,P3_Child,0.06790123456790123,0.01639344262295082,0.5215147137641907
000000015751.jpg,P2_Security,P4_Mobility,0.0,0.0,0.08591911196708679
000000015751.jpg,P2_Security,P5_Urgent,0.17073170731707318,0.06722689075630252,0.580613374710083
000000015751.jpg,P2_Security,P6_Leisure,0.11180124223602485,0.09523809523809523,0.6927675008773804
000000015751.jpg,P3_Child,P4_Mobility,0.0,0.0,0.08140234649181366
000000015751.jpg,P3_Child,P5_Urgent,0.1,0.037383177570093455,0.4609900116920471
000000015751.jpg,P3_Child,P6_Leisure,0.07042253521126761,0.025210084033613446,0.4461703300476074
000000015751.jpg,P4_Mobility,P5_Urgent,0.0,0.0,0.006917225196957588
000000015751.jpg,P4_Mobility,P6_Leisure,0.0,0.0,0.09379227459430695
000000015751.jpg,P5_Urgent,P6_Leisure,0.11764705882352941,0.07758620689655173,0.5515283942222595
000000015956.jpg,P0_Neutral,P1_Chef,0.08187134502923976,0.015625,0.3791585862636566
000000015956.jpg,P0_Neutral,P2_Security,0.12658227848101267,0.064,0.6305961012840271
000000015956.jpg,P0_Neutral,P3_Child,0.08536585365853659,0.03305785123966942,0.48512688279151917
000000015956.jpg,P0_Neutral,P4_Mobility,0.11464968152866242,0.06779661016949153,0.5824605226516724
000000015956.jpg,P0_Neutral,P5_Urgent,0.11594202898550725,0.07692307692307693,0.6070298552513123
000000015956.jpg,P0_Neutral,P6_Leisure,0.0718562874251497,0.022222222222222223,0.5177555680274963
000000015956.jpg,P1_Chef,P2_Security,0.1357142857142857,0.04807692307692308,0.4821494221687317
000000015956.jpg,P1_Chef,P3_Child,0.10416666666666667,0.020202020202020204,0.3186512589454651
000000015956.jpg,P1_Chef,P4_Mobility,0.1386861313868613,0.0625,0.4508143663406372
000000015956.jpg,P1_Chef,P5_Urgent,0.11578947368421053,0.043478260869565216,0.49089956283569336
000000015956.jpg,P1_Chef,P6_Leisure,0.0738255033557047,0.017857142857142856,0.36871373653411865
000000015956.jpg,P2_Security,P3_Child,0.1259259259259259,0.04,0.48230046033859253
000000015956.jpg,P2_Security,P4_Mobility,0.15503875968992248,0.10526315789473684,0.7659292221069336
000000015956.jpg,P2_Security,P5_Urgent,0.1388888888888889,0.06521739130434782,0.6747031807899475
000000015956.jpg,P2_Security,P6_Leisure,0.09285714285714286,0.035398230088495575,0.4401063621044159
000000015956.jpg,P3_Child,P4_Mobility,0.12878787878787878,0.05434782608695652,0.4441382586956024
000000015956.jpg,P3_Child,P5_Urgent,0.10215053763440861,0.02962962962962963,0.43720543384552
000000015956.jpg,P3_Child,P6_Leisure,0.09285714285714286,0.02830188679245283,0.4132615327835083
000000015956.jpg,P4_Mobility,P5_Urgent,0.14124293785310735,0.06870229007633588,0.5586531162261963
000000015956.jpg,P4_Mobility,P6_Leisure,0.1111111111111111,0.047619047619047616,0.44846612215042114
000000015956.jpg,P5_Urgent,P6_Leisure,0.06735751295336788,0.020134228187919462,0.40181562304496765
000000016010.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.10392273962497711
000000016010.jpg,P0_Neutral,P3_Child,0.1308411214953271,0.07058823529411765,0.42808982729911804
000000016010.jpg,P0_Neutral,P4_Mobility,0.14285714285714285,0.10975609756097561,0.5687221884727478
000000016010.jpg,P0_Neutral,P5_Urgent,0.0916030534351145,0.04081632653061224,0.4729015529155731
000000016010.jpg,P0_Neutral,P6_Leisure,0.1111111111111111,0.08823529411764706,0.6221210360527039
000000016010.jpg,P1_Chef,P3_Child,0.0,0.0,0.1154295802116394
000000016010.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.09289758652448654
000000016010.jpg,P1_Chef,P5_Urgent,0.0,0.0,-0.012721214443445206
000000016010.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.0633520558476448
000000016010.jpg,P3_Child,P4_Mobility,0.096,0.03296703296703297,0.4391554594039917
000000016010.jpg,P3_Child,P5_Urgent,0.11764705882352941,0.05,0.46168211102485657
000000016010.jpg,P3_Child,P6_Leisure,0.06779661016949153,0.041379310344827586,0.42376017570495605
000000016010.jpg,P4_Mobility,P5_Urgent,0.1357142857142857,0.039603960396039604,0.42305904626846313
000000016010.jpg,P4_Mobility,P6_Leisure,0.12,0.07857142857142857,0.4958000183105469
000000016010.jpg,P5_Urgent,P6_Leisure,0.08762886597938144,0.04516129032258064,0.40337613224983215
000000016228.jpg,P1_Chef,P2_Security,0.0,0.0,0.012667890638113022
000000016228.jpg,P1_Chef,P3_Child,0.0,0.0,0.11344724148511887
000000016228.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.06008552014827728
000000016228.jpg,P1_Chef,P5_Urgent,0.0,0.0,-0.037031691521406174
000000016228.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.03857075423002243
000000016228.jpg,P2_Security,P3_Child,0.10273972602739725,0.047619047619047616,0.4551798105239868
000000016228.jpg,P2_Security,P4_Mobility,0.1206896551724138,0.10344827586206896,0.6634975671768188
000000016228.jpg,P2_Security,P5_Urgent,0.1761006289308176,0.10833333333333334,0.6218802332878113
000000016228.jpg,P2_Security,P6_Leisure,0.10614525139664804,0.06666666666666667,0.6007358431816101
000000016228.jpg,P3_Child,P4_Mobility,0.058333333333333334,0.023809523809523808,0.40465226769447327
000000016228.jpg,P3_Child,P5_Urgent,0.12195121951219512,0.0603448275862069,0.5380004048347473
000000016228.jpg,P3_Child,P6_Leisure,0.08333333333333333,0.06382978723404255,0.5516701340675354
000000016228.jpg,P4_Mobility,P5_Urgent,0.09285714285714286,0.04807692307692308,0.6196041703224182
000000016228.jpg,P4_Mobility,P6_Leisure,0.07894736842105263,0.046153846153846156,0.5213956832885742
000000016228.jpg,P5_Urgent,P6_Leisure,0.12755102040816327,0.0880503144654088,0.605794370174408
000000016249.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.07171377539634705
000000016249.jpg,P0_Neutral,P2_Security,0.11258278145695365,0.02564102564102564,0.6791039705276489
000000016249.jpg,P0_Neutral,P3_Child,0.10666666666666667,0.03636363636363636,0.3479974567890167
000000016249.jpg,P0_Neutral,P4_Mobility,0.10606060606060606,0.05102040816326531,0.628066897392273
000000016249.jpg,P0_Neutral,P5_Urgent,0.14093959731543623,0.1,0.7025943398475647
000000016249.jpg,P0_Neutral,P6_Leisure,0.11602209944751381,0.0763888888888889,0.643126368522644
000000016249.jpg,P1_Chef,P2_Security,0.0,0.0,0.02105903811752796
000000016249.jpg,P1_Chef,P3_Child,0.0,0.0,0.08421260863542557
000000016249.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.0332830585539341
000000016249.jpg,P1_Chef,P5_Urgent,0.0,0.0,0.044530607759952545
000000016249.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.09336283802986145
000000016249.jpg,P2_Security,P3_Child,0.11290322580645161,0.022222222222222223,0.36138248443603516
000000016249.jpg,P2_Security,P4_Mobility,0.16831683168316833,0.08,0.6909223198890686
000000016249.jpg,P2_Security,P5_Urgent,0.2033898305084746,0.1,0.670280396938324
000000016249.jpg,P2_Security,P6_Leisure,0.07407407407407407,0.023076923076923078,0.4887446463108063
000000016249.jpg,P3_Child,P4_Mobility,0.10476190476190476,0.0273972602739726,0.279371052980423
000000016249.jpg,P3_Child,P5_Urgent,0.13821138211382114,0.0449438202247191,0.2898918688297272
000000016249.jpg,P3_Child,P6_Leisure,0.08176100628930817,0.049586776859504134,0.29385554790496826
000000016249.jpg,P4_Mobility,P5_Urgent,0.14285714285714285,0.0379746835443038,0.5416249632835388
000000016249.jpg,P4_Mobility,P6_Leisure,0.07801418439716312,0.03571428571428571,0.5147570371627808
000000016249.jpg,P5_Urgent,P6_Leisure,0.09316770186335403,0.03875968992248062,0.6140226125717163
000000016439.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.05770903453230858
000000016439.jpg,P0_Neutral,P3_Child,0.1076923076923077,0.10416666666666667,0.5074649453163147
000000016439.jpg,P0_Neutral,P4_Mobility,0.13846153846153847,0.041237113402061855,0.608729362487793
000000016439.jpg,P0_Neutral,P5_Urgent,0.10377358490566038,0.08176100628930817,0.6697344779968262
000000016439.jpg,P0_Neutral,P6_Leisure,0.1322314049586777,0.10309278350515463,0.6422200202941895
000000016439.jpg,P1_Chef,P3_Child,0.0,0.0,0.1214456781744957
000000016439.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.015369471162557602
000000016439.jpg,P1_Chef,P5_Urgent,0.0,0.0,-0.002432476729154587
000000016439.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.0630664974451065
000000016439.jpg,P3_Child,P4_Mobility,0.08029197080291971,0.03125,0.36712169647216797
000000016439.jpg,P3_Child,P5_Urgent,0.08837209302325581,0.0625,0.4654397666454315
000000016439.jpg,P3_Child,P6_Leisure,0.0873015873015873,0.07142857142857142,0.46840476989746094
000000016439.jpg,P4_Mobility,P5_Urgent,0.12264150943396226,0.050955414012738856,0.5880950689315796
000000016439.jpg,P4_Mobility,P6_Leisure,0.11023622047244094,0.05263157894736842,0.48511791229248047
000000016439.jpg,P5_Urgent,P6_Leisure,0.10194174757281553,0.08227848101265822,0.6188704967498779
000000016451.jpg,P0_Neutral,P1_Chef,0.17777777777777778,0.09523809523809523,0.6500571370124817
000000016451.jpg,P0_Neutral,P2_Security,0.16312056737588654,0.08333333333333333,0.7029160857200623
000000016451.jpg,P0_Neutral,P3_Child,0.17829457364341086,0.12222222222222222,0.6373615860939026
000000016451.jpg,P0_Neutral,P4_Mobility,0.14285714285714285,0.07216494845360824,0.5320285558700562
000000016451.jpg,P0_Neutral,P5_Urgent,0.15,0.11304347826086956,0.6762643456459045
000000016451.jpg,P0_Neutral,P6_Leisure,0.17834394904458598,0.13333333333333333,0.6904707551002502
000000016451.jpg,P1_Chef,P2_Security,0.16541353383458646,0.07692307692307693,0.6604185700416565
000000016451.jpg,P1_Chef,P3_Child,0.16260162601626016,0.07865168539325842,0.5320614576339722
000000016451.jpg,P1_Chef,P4_Mobility,0.144,0.042105263157894736,0.4762080907821655
000000016451.jpg,P1_Chef,P5_Urgent,0.1513157894736842,0.07894736842105263,0.836685836315155
000000016451.jpg,P1_Chef,P6_Leisure,0.13548387096774195,0.06504065040650407,0.5558682084083557
000000016451.jpg,P2_Security,P3_Child,0.13846153846153847,0.06521739130434782,0.6331622004508972
000000016451.jpg,P2_Security,P4_Mobility,0.16535433070866143,0.06315789473684211,0.5311328768730164
000000016451.jpg,P2_Security,P5_Urgent,0.16883116883116883,0.09649122807017543,0.6607996821403503
000000016451.jpg,P2_Security,P6_Leisure,0.12422360248447205,0.064,0.570756196975708
000000016451.jpg,P3_Child,P4_Mobility,0.15254237288135594,0.04938271604938271,0.49758151173591614
000000016451.jpg,P3_Child,P5_Urgent,0.14285714285714285,0.06862745098039216,0.6470263004302979
000000016451.jpg,P3_Child,P6_Leisure,0.1342281879194631,0.10377358490566038,0.6795253157615662
000000016451.jpg,P4_Mobility,P5_Urgent,0.14285714285714285,0.04672897196261682,0.487910658121109
000000016451.jpg,P4_Mobility,P6_Leisure,0.14189189189189189,0.061946902654867256,0.4681239426136017
000000016451.jpg,P5_Urgent,P6_Leisure,0.1043956043956044,0.02857142857142857,0.6143618822097778
000000016502.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.031067147850990295
000000016502.jpg,P0_Neutral,P2_Security,0.15934065934065933,0.09395973154362416,0.6527585387229919
000000016502.jpg,P0_Neutral,P3_Child,0.09782608695652174,0.04054054054054054,0.400063157081604
000000016502.jpg,P0_Neutral,P4_Mobility,0.12941176470588237,0.06474820143884892,0.5859062075614929
000000016502.jpg,P0_Neutral,P5_Urgent,0.1048951048951049,0.01694915254237288,0.25977277755737305
000000016502.jpg,P0_Neutral,P6_Leisure,0.12041884816753927,0.09259259259259259,0.6668388247489929
000000016502.jpg,P1_Chef,P2_Security,0.0,0.0,0.08026646822690964
000000016502.jpg,P1_Chef,P3_Child,0.0,0.0,0.11371301114559174
000000016502.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.05696333199739456
000000016502.jpg,P1_Chef,P5_Urgent,0.0,0.0,-0.0070275068283081055
000000016502.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.05802741274237633
000000016502.jpg,P2_Security,P3_Child,0.09271523178807947,0.026785714285714284,0.40168261528015137
000000016502.jpg,P2_Security,P4_Mobility,0.14814814814814814,0.12371134020618557,0.6499636769294739
000000016502.jpg,P2_Security,P5_Urgent,0.14150943396226415,0.02531645569620253,0.20884473621845245
000000016502.jpg,P2_Security,P6_Leisure,0.14193548387096774,0.104,0.6657339334487915
000000016502.jpg,P3_Child,P4_Mobility,0.08955223880597014,0.02040816326530612,0.26972731947898865
000000016502.jpg,P3_Child,P5_Urgent,0.10891089108910891,0.014084507042253521,0.024225406348705292
000000016502.jpg,P3_Child,P6_Leisure,0.09803921568627451,0.04878048780487805,0.5133363604545593
000000016502.jpg,P4_Mobility,P5_Urgent,0.10869565217391304,0.0,0.21808099746704102
000000016502.jpg,P4_Mobility,P6_Leisure,0.0896551724137931,0.05128205128205128,0.482923686504364
000000016502.jpg,P5_Urgent,P6_Leisure,0.06896551724137931,0.010638297872340425,0.16694113612174988
000000016598.jpg,P0_Neutral,P1_Chef,0.0,0.0,0.10599091649055481
000000016598.jpg,P0_Neutral,P2_Security,0.11333333333333333,0.058333333333333334,0.6491996645927429
000000016598.jpg,P0_Neutral,P3_Child,0.08527131782945736,0.041237113402061855,0.3396610915660858
000000016598.jpg,P0_Neutral,P4_Mobility,0.11450381679389313,0.04,0.39916473627090454
000000016598.jpg,P0_Neutral,P5_Urgent,0.14285714285714285,0.04819277108433735,0.45647132396698
000000016598.jpg,P0_Neutral,P6_Leisure,0.09375,0.039603960396039604,0.37865129113197327
000000016598.jpg,P1_Chef,P2_Security,0.0,0.0,0.08076908439397812
000000016598.jpg,P1_Chef,P3_Child,0.0,0.0,0.0895707756280899
000000016598.jpg,P1_Chef,P4_Mobility,0.0,0.0,0.09616123884916306
000000016598.jpg,P1_Chef,P5_Urgent,0.0,0.0,0.07869020104408264
000000016598.jpg,P1_Chef,P6_Leisure,0.0,0.0,0.14894047379493713
000000016598.jpg,P2_Security,P3_Child,0.07407407407407407,0.009523809523809525,0.32896408438682556
000000016598.jpg,P2_Security,P4_Mobility,0.10218978102189781,0.0380952380952381,0.4729975759983063
000000016598.jpg,P2_Security,P5_Urgent,0.14655172413793102,0.08235294117647059,0.6062464118003845
000000016598.jpg,P2_Security,P6_Leisure,0.09022556390977443,0.047619047619047616,0.25703027844429016
000000016598.jpg,P3_Child,P4_Mobility,0.05982905982905983,0.012195121951219513,0.207203671336174
000000016598.jpg,P3_Child,P5_Urgent,0.09278350515463918,0.0,0.32417163252830505
000000016598.jpg,P3_Child,P6_Leisure,0.11320754716981132,0.06329113924050633,0.38361242413520813
000000016598.jpg,P4_Mobility,P5_Urgent,0.13131313131313133,0.045454545454545456,0.47739940881729126
